Stim,CorrResp,Ctx_color,KeyNum,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,Instr_Exp_Bool.thisRepN,Instr_Exp_Bool.thisTrialN,Instr_Exp_Bool.thisN,Instr_Exp_Bool.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool_Hand.thisRepN,TR_Feedback_Bool_Hand.thisTrialN,TR_Feedback_Bool_Hand.thisN,TR_Feedback_Bool_Hand.thisIndex,TR_Penalty_Bool_Hand.thisRepN,TR_Penalty_Bool_Hand.thisTrialN,TR_Penalty_Bool_Hand.thisN,TR_Penalty_Bool_Hand.thisIndex,CR_Bool.thisRepN,CR_Bool.thisTrialN,CR_Bool.thisN,CR_Bool.thisIndex,CR_Grp_B_Bool.thisRepN,CR_Grp_B_Bool.thisTrialN,CR_Grp_B_Bool.thisN,CR_Grp_B_Bool.thisIndex,CR_Iter_Ctx1.thisRepN,CR_Iter_Ctx1.thisTrialN,CR_Iter_Ctx1.thisN,CR_Iter_Ctx1.thisIndex,CR_Iter_Ctx2.thisRepN,CR_Iter_Ctx2.thisTrialN,CR_Iter_Ctx2.thisN,CR_Iter_Ctx2.thisIndex,CR_Grp_R_Bool.thisRepN,CR_Grp_R_Bool.thisTrialN,CR_Grp_R_Bool.thisN,CR_Grp_R_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,TR_Bool.thisRepN,TR_Bool.thisTrialN,TR_Bool.thisN,TR_Bool.thisIndex,TR_Block.thisRepN,TR_Block.thisTrialN,TR_Block.thisN,TR_Block.thisIndex,TR_Iter.thisRepN,TR_Iter.thisTrialN,TR_Iter.thisN,TR_Iter.thisIndex,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,stim_key_remap_ctx1,stim_key_remap_ctx2,Remap_Ctx,Remap_Two_Pair,Remap_One_Pair,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Pre_Trial_Circle_Frame_Hand.started,Pre_Trial_Circle_Frame_Hand.stopped,Symbol,ctx,Key_Num,Stim_Type,Finger,Block_Type,Remap,Repeat_Count,Trial_Count,Grp_B,Brp_R,Block_Num,Set_Prep_Time,Session,Pre_Trial_HandShape.started,Pre_Trial_HandShape.stopped,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,Instr_CR_Text_Ctx1.started,Instr_CR_Text_Ctx1.stopped,Instr_CR_Press_Ctx1.keys,Instr_CR_Press_Ctx1.rt,Instr_CR_Press_Ctx1.started,Instr_CR_Press_Ctx1.stopped,Pre_Trial_Circle_Frame.started,Pre_Trial_Circle_Frame.stopped,Shape,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Text_Ctx2.started,Instr_CR_Text_Ctx2.stopped,Instr_CR_Press_Ctx2.keys,Instr_CR_Press_Ctx2.rt,Instr_CR_Press_Ctx2.started,Instr_CR_Press_Ctx2.stopped,Instr_RT_Text.started,Instr_RT_Text.stopped,Instr_RT_Press.keys,Instr_RT_Press.rt,Instr_RT_Press.started,Instr_RT_Press.stopped,Instr_TR_text.started,Instr_TR_text.stopped,Instr_TR_Press.keys,Instr_TR_Press.rt,Instr_TR_Press.started,Instr_TR_Press.stopped,TR_Circle_Frame.started,TR_Circle_Frame.stopped,TR_Circle.started,TR_Circle.stopped,TR_Ctx.started,TR_Ctx.stopped,TR_Stim_Image.started,TR_Stim_Image.stopped,TR_Press.keys,TR_Press.corr,TR_Press.rt,TR_Press.started,TR_Press.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.678667800006224,None,1,0,1,Hand,u,TR,0,0,3,1,0,1,0.3311134606463184,1,37.678667800006224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.89399039998534,None,37.89399039998534,None,37.89399039998534,None,39.154896799998824,None,l,0,1.6644362999941222,37.89399039998534,None,39.650884600006975,None,39.650884600006975,None,39.650884600006975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.808826199994655,None,3,0,3,Hand,l,TR,0,0,0,1,0,2,0.49057863843674987,1,48.808826199994655,None,,,,,,,,,,,,,,,,,,,,,,39.96916949999286,None,h,8.789188599999761,39.96916949999286,None,49.02991869999096,None,49.02991869999096,None,49.02991869999096,None,50.12211510000634,None,l,1,1.7049555999983568,49.02991869999096,None,50.8158786999993,None,50.8158786999993,None,50.8158786999993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.13185010000598,None,2,0,2,Hand,i,TR,0,0,1,1,0,2,0.2395507408904869,1,51.13185010000598,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.34814059999189,None,51.34814059999189,None,51.34814059999189,None,52.705551499995636,None,u,0,1.6344248999957927,51.34814059999189,None,53.033314600004815,None,53.033314600004815,None,53.033314600004815,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.354635299998336,None,3,0,3,Hand,l,TR,0,0,2,1,0,2,1.5532496561318325,1,53.354635299998336,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57484449999174,None,53.57484449999174,None,53.57484449999174,None,53.621970200008946,None,l,1,1.5516096000210382,53.57484449999174,None,55.18168000000878,None,55.18168000000878,None,55.18168000000878,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.50416429998586,None,2,0,2,Hand,i,TR,0,0,3,1,0,2,0.7019495946393427,1,55.50416429998586,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.709469499997795,None,55.709469499997795,None,55.709469499997795,None,56.60505099999136,None,i,1,1.6088405000045896,55.709469499997795,None,57.35687729998608,None,57.35687729998608,None,57.35687729998608,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,Symb,u,CR,0,0,0,1,0,1,0,1,,,,,,,,,,,,,,79.70177389998571,None,79.70177389998571,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.6986317000119,None,h,5.971593299997039,57.6986317000119,None,63.693086399987806,None,media/dnnb.png,63.91605860000709,63.91605860000709,63.91605860000709,None,63.91605860000709,None,u,1,15.698771600000327,63.91605860000709,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,Symb,i,CR,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,81.09406619999208,None,81.09406619999208,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.03915530000813,None,media/ddnb.png,80.25158350000856,80.25158350000856,80.25158350000856,None,80.25158350000856,None,l,0,0.7230971000099089,80.25158350000856,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,Symb,i,CR,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,82.69514709999203,None,82.69514709999203,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.13766760000726,None,media/ddnb.png,82.35403059999226,82.35403059999226,82.35403059999226,None,82.35403059999226,None,i,1,0.26868899998953566,82.35403059999226,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,Symb,u,CR,0,0,2,1,0,1,0,1,,,,,,,,,,,,,,83.9160872999928,None,83.9160872999928,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.02257209998788,None,media/dnnb.png,83.24273050000193,83.24273050000193,83.24273050000193,None,83.24273050000193,None,u,1,0.5958774000173435,83.24273050000193,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,Symb,l,CR,0,0,3,1,0,1,0,1,,,,,,,,,,,,,,85.38736500000232,None,85.38736500000232,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.24187389999861,None,media/dinb.png,84.46932840000954,84.46932840000954,84.46932840000954,None,84.46932840000954,None,l,1,0.8490201999957208,84.46932840000954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,Symb,i,CR,0,0,4,1,0,1,0,1,,,,,,,,,,,,,,86.61892629999784,None,86.61892629999784,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.7134725000069,None,media/ddnb.png,85.92805990000488,85.92805990000488,85.92805990000488,None,85.92805990000488,None,i,1,0.6142879000108223,85.92805990000488,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,Symb,l,CR,0,0,5,1,0,1,0,1,,,,,,,,,,,,,,87.91203619999578,None,87.91203619999578,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.94297969999025,None,media/dinb.png,87.15573259998928,87.15573259998928,87.15573259998928,None,87.15573259998928,None,u,0,0.6664809000212699,87.15573259998928,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,Symb,l,CR,0,1,5,1,0,1,0,1,,,,,,,,,,,,,,89.50200030000997,None,89.50200030000997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.93786730000284,None,media/dinb.png,89.14102089998778,89.14102089998778,89.14102089998778,None,89.14102089998778,None,l,1,0.28923809999832883,89.14102089998778,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,Symb,h,CR,0,0,6,1,0,1,0,1,,,,,,,,,,,,,,90.66088650000165,None,90.66088650000165,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.83602580000297,None,media/djnb.png,90.05049399999552,90.05049399999552,90.05049399999552,None,90.05049399999552,None,h,1,0.5004223000141792,90.05049399999552,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,Symb,i,CR,0,0,0,1,0,1,0,1,,,,,,,,,,,,,,93.30216150000342,None,93.30216150000342,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.55845519999275,None,media/dnnb.png,91.78427949998877,91.78427949998877,91.78427949998877,None,91.78427949998877,None,h,0,1.453983099985635,91.78427949998877,None,90.99230020001414,None,h,0.5183937999827322,90.99230020001414,None,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,Symb,i,CR,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,94.84637370001292,None,94.84637370001292,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.32480339999893,None,media/dnnb.png,94.53910019999603,94.53910019999603,94.53910019999603,None,94.53910019999603,None,l,0,0.22745979999308474,94.53910019999603,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,Symb,i,CR,0,2,0,1,0,1,0,1,,,,,,,,,,,,,,96.39999830001034,None,96.39999830001034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.87906060001114,None,media/dnnb.png,96.09238869999535,96.09238869999535,96.09238869999535,None,96.09238869999535,None,i,1,0.2180905000132043,96.09238869999535,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,Symb,i,CR,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,97.55115159999696,None,97.55115159999696,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.72251220000908,None,media/dnnb.png,96.93557130001136,96.93557130001136,96.93557130001136,None,96.93557130001136,None,i,1,0.5354422999953385,96.93557130001136,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,Symb,u,CR,0,0,2,1,0,1,0,1,,,,,,,,,,,,,,99.14487759998883,None,99.14487759998883,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.89172360001248,None,media/djnb.png,98.10857690000557,98.10857690000557,98.10857690000557,None,98.10857690000557,None,l,0,0.9457893999933731,98.10857690000557,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,Symb,u,CR,0,1,2,1,0,1,0,1,,,,,,,,,,,,,,101.46401279998827,None,101.46401279998827,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.18800049999845,None,media/djnb.png,100.40807750000386,100.40807750000386,100.40807750000386,None,100.40807750000386,None,h,0,0.9903445999952964,100.40807750000386,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,Symb,u,CR,0,2,2,1,0,1,0,1,,,,,,,,,,,,,,103.06426179999835,None,103.06426179999835,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.50543940000352,None,media/djnb.png,102.71771669998998,102.71771669998998,102.71771669998998,None,102.71771669998998,None,l,0,0.2887545000121463,102.71771669998998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,Symb,u,CR,0,3,2,1,0,1,0,1,,,,,,,,,,,,,,104.58888699999079,None,104.58888699999079,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.10798299999442,None,media/djnb.png,104.32245169999078,104.32245169999078,104.32245169999078,None,104.32245169999078,None,u,1,0.17998919999809004,104.32245169999078,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,Symb,l,CR,0,0,3,1,0,1,0,1,,,,,,,,,,,,,,106.16806460000225,None,106.16806460000225,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.91638579999562,None,media/ddnb.png,105.14601999998558,105.14601999998558,105.14601999998558,None,105.14601999998558,None,h,0,0.940847300022142,105.14601999998558,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,Symb,l,CR,0,1,3,1,0,1,0,1,,,,,,,,,,,,,,107.65780119999545,None,107.65780119999545,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.20094129999052,None,media/ddnb.png,107.42028180000489,107.42028180000489,107.42028180000489,None,107.42028180000489,None,l,1,0.1541597999748774,107.42028180000489,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,Symb,u,CR,0,0,4,1,0,1,0,1,,,,,,,,,,,,,,109.13612410001224,None,109.13612410001224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.00729830001364,None,media/djnb.png,108.22970610001357,108.22970610001357,108.22970610001357,None,108.22970610001357,None,u,1,0.8408823999925517,108.22970610001357,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,Symb,l,CR,0,0,5,1,0,1,0,1,,,,,,,,,,,,,,113.15444750001188,None,113.15444750001188,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.45522350000101,None,media/ddnb.png,109.67294290001155,109.67294290001155,109.67294290001155,None,109.67294290001155,None,l,1,3.405977199989138,109.67294290001155,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,Symb,h,CR,0,0,6,1,0,1,0,1,,,,,,,,,,,,,,114.6641854000045,None,114.6641854000045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.47313629998825,None,media/dinb.png,113.68961150001269,113.68961150001269,113.68961150001269,None,113.68961150001269,None,h,1,0.9008997999771964,113.68961150001269,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1112,Context_Learning_Pilot,2020.1.3,60.0784624679465,
